comuna,candidato,votos,porcentaje
"LO BARNECHEA","5. GABRIEL BORIC FONT",4663,76.46
"LO BARNECHEA","6. DANIEL JADUE JADUE",1436,23.54
LLANQUIHUE,"1. JOAQUIN LAVIN INFANTE",405,31.94
LLANQUIHUE,"2. IGNACIO BRIONES ROJAS",100,7.89
LLANQUIHUE,"3. SEBASTIAN SICHEL RAMIREZ",630,49.68
LLANQUIHUE,"4. MARIO DESBORDES JIMENEZ",133,10.49
LLANQUIHUE,"5. GABRIEL BORIC FONT",839,67.66
LLANQUIHUE,"6. DANIEL JADUE JADUE",401,32.34
LLAILLAY,"1. JOAQUIN LAVIN INFANTE",287,25.07
LLAILLAY,"2. IGNACIO BRIONES ROJAS",63,5.5
LLAILLAY,"3. SEBASTIAN SICHEL RAMIREZ",638,55.72
LLAILLAY,"4. MARIO DESBORDES JIMENEZ",157,13.71
LLAILLAY,"5. GABRIEL BORIC FONT",1161,45
LLAILLAY,"6. DANIEL JADUE JADUE",1419,55
LITUECHE,"1. JOAQUIN LAVIN INFANTE",178,35.25
LITUECHE,"2. IGNACIO BRIONES ROJAS",35,6.93
LITUECHE,"3. SEBASTIAN SICHEL RAMIREZ",261,51.68
LITUECHE,"4. MARIO DESBORDES JIMENEZ",31,6.14
LITUECHE,"5. GABRIEL BORIC FONT",290,60.42
LITUECHE,"6. DANIEL JADUE JADUE",190,39.58
LINARES,"1. JOAQUIN LAVIN INFANTE",2147,31.61
LINARES,"2. IGNACIO BRIONES ROJAS",427,6.29
LINARES,"3. SEBASTIAN SICHEL RAMIREZ",3137,46.19
LINARES,"4. MARIO DESBORDES JIMENEZ",1081,15.92
LINARES,"5. GABRIEL BORIC FONT",4409,67.25
LINARES,"6. DANIEL JADUE JADUE",2147,32.75
LIMACHE,"1. JOAQUIN LAVIN INFANTE",890,24.36
LIMACHE,"2. IGNACIO BRIONES ROJAS",311,8.51
LIMACHE,"3. SEBASTIAN SICHEL RAMIREZ",2000,54.75
LIMACHE,"4. MARIO DESBORDES JIMENEZ",452,12.37
LIMACHE,"5. GABRIEL BORIC FONT",2858,61.71
LIMACHE,"6. DANIEL JADUE JADUE",1773,38.29
LICANTEN,"1. JOAQUIN LAVIN INFANTE",138,21.97
LICANTEN,"2. IGNACIO BRIONES ROJAS",34,5.41
LICANTEN,"3. SEBASTIAN SICHEL RAMIREZ",419,66.72
LICANTEN,"4. MARIO DESBORDES JIMENEZ",37,5.89
LICANTEN,"5. GABRIEL BORIC FONT",294,72.06
LICANTEN,"6. DANIEL JADUE JADUE",114,27.94
LEBU,"1. JOAQUIN LAVIN INFANTE",439,36.4
LEBU,"2. IGNACIO BRIONES ROJAS",65,5.39
LEBU,"3. SEBASTIAN SICHEL RAMIREZ",501,41.54
LEBU,"4. MARIO DESBORDES JIMENEZ",201,16.67
LEBU,"5. GABRIEL BORIC FONT",971,67.43
LEBU,"6. DANIEL JADUE JADUE",469,32.57
LAUTARO,"1. JOAQUIN LAVIN INFANTE",1063,35.12
LAUTARO,"2. IGNACIO BRIONES ROJAS",182,6.01
LAUTARO,"3. SEBASTIAN SICHEL RAMIREZ",1392,45.99
LAUTARO,"4. MARIO DESBORDES JIMENEZ",390,12.88
LAUTARO,"5. GABRIEL BORIC FONT",1433,72.05
LAUTARO,"6. DANIEL JADUE JADUE",556,27.95
"LAS CONDES","1. JOAQUIN LAVIN INFANTE",34397,38.87
"LAS CONDES","2. IGNACIO BRIONES ROJAS",14971,16.92
"LAS CONDES","3. SEBASTIAN SICHEL RAMIREZ",35910,40.58
"LAS CONDES","4. MARIO DESBORDES JIMENEZ",3214,3.63
"LAS CONDES","5. GABRIEL BORIC FONT",26835,84.51
"LAS CONDES","6. DANIEL JADUE JADUE",4917,15.49
"LAS CABRAS","1. JOAQUIN LAVIN INFANTE",444,32.55
"LAS CABRAS","2. IGNACIO BRIONES ROJAS",89,6.52
"LAS CABRAS","3. SEBASTIAN SICHEL RAMIREZ",745,54.62
"LAS CABRAS","4. MARIO DESBORDES JIMENEZ",86,6.3
"LAS CABRAS","5. GABRIEL BORIC FONT",925,61.26
"LAS CABRAS","6. DANIEL JADUE JADUE",585,38.74
LANCO,"1. JOAQUIN LAVIN INFANTE",378,34.49
LANCO,"2. IGNACIO BRIONES ROJAS",90,8.21
LANCO,"3. SEBASTIAN SICHEL RAMIREZ",486,44.34
LANCO,"4. MARIO DESBORDES JIMENEZ",142,12.96
LANCO,"5. GABRIEL BORIC FONT",533,53.35
LANCO,"6. DANIEL JADUE JADUE",466,46.65
LAMPA,"1. JOAQUIN LAVIN INFANTE",1450,27.62
LAMPA,"2. IGNACIO BRIONES ROJAS",399,7.6
LAMPA,"3. SEBASTIAN SICHEL RAMIREZ",2738,52.16
LAMPA,"4. MARIO DESBORDES JIMENEZ",662,12.61
LAMPA,"5. GABRIEL BORIC FONT",4721,60.22
LAMPA,"6. DANIEL JADUE JADUE",3118,39.78
LAJA,"1. JOAQUIN LAVIN INFANTE",411,32.46
LAJA,"2. IGNACIO BRIONES ROJAS",110,8.69
LAJA,"3. SEBASTIAN SICHEL RAMIREZ",605,47.79
LAJA,"4. MARIO DESBORDES JIMENEZ",140,11.06
LAJA,"5. GABRIEL BORIC FONT",876,68.22
LAJA,"6. DANIEL JADUE JADUE",408,31.78
"LAGUNA BLANCA","1. JOAQUIN LAVIN INFANTE",10,22.73
"LAGUNA BLANCA","2. IGNACIO BRIONES ROJAS",2,4.55
"LAGUNA BLANCA","3. SEBASTIAN SICHEL RAMIREZ",27,61.36
"LAGUNA BLANCA","4. MARIO DESBORDES JIMENEZ",5,11.36
"LAGUNA BLANCA","5. GABRIEL BORIC FONT",22,84.62
"LAGUNA BLANCA","6. DANIEL JADUE JADUE",4,15.38
"LAGO VERDE","1. JOAQUIN LAVIN INFANTE",44,55.7
"LAGO VERDE","2. IGNACIO BRIONES ROJAS",2,2.53
"LAGO VERDE","3. SEBASTIAN SICHEL RAMIREZ",20,25.32
"LAGO VERDE","4. MARIO DESBORDES JIMENEZ",13,16.46
"LAGO VERDE","5. GABRIEL BORIC FONT",33,46.48
"LAGO VERDE","6. DANIEL JADUE JADUE",38,53.52
"LAGO RANCO","1. JOAQUIN LAVIN INFANTE",301,38.79
"LAGO RANCO","2. IGNACIO BRIONES ROJAS",54,6.96
"LAGO RANCO","3. SEBASTIAN SICHEL RAMIREZ",350,45.1
"LAGO RANCO","4. MARIO DESBORDES JIMENEZ",71,9.15
"LAGO RANCO","5. GABRIEL BORIC FONT",294,57.87
"LAGO RANCO","6. DANIEL JADUE JADUE",214,42.13
"LA UNION","1. JOAQUIN LAVIN INFANTE",905,31.67
"LA UNION","2. IGNACIO BRIONES ROJAS",186,6.51
"LA UNION","3. SEBASTIAN SICHEL RAMIREZ",1418,49.62
"LA UNION","4. MARIO DESBORDES JIMENEZ",349,12.21
"LA UNION","5. GABRIEL BORIC FONT",1448,66.67
"LA UNION","6. DANIEL JADUE JADUE",724,33.33
"LA SERENA","1. JOAQUIN LAVIN INFANTE",3802,27.19
"LA SERENA","2. IGNACIO BRIONES ROJAS",1219,8.72
"LA SERENA","3. SEBASTIAN SICHEL RAMIREZ",7777,55.62
"LA SERENA","4. MARIO DESBORDES JIMENEZ",1184,8.47
"LA SERENA","5. GABRIEL BORIC FONT",13775,62.45
"LA SERENA","6. DANIEL JADUE JADUE",8282,37.55
"LA REINA","1. JOAQUIN LAVIN INFANTE",5646,30.79
"LA REINA","2. IGNACIO BRIONES ROJAS",3156,17.21
"LA REINA","3. SEBASTIAN SICHEL RAMIREZ",8328,45.41
"LA REINA","4. MARIO DESBORDES JIMENEZ",1210,6.6
"LA REINA","5. GABRIEL BORIC FONT",13824,72.94
"LA REINA","6. DANIEL JADUE JADUE",5129,27.06
"LA PINTANA","1. JOAQUIN LAVIN INFANTE",2849,36.27
"LA PINTANA","2. IGNACIO BRIONES ROJAS",538,6.85
"LA PINTANA","3. SEBASTIAN SICHEL RAMIREZ",3532,44.96
"LA PINTANA","4. MARIO DESBORDES JIMENEZ",936,11.92
"LA PINTANA","5. GABRIEL BORIC FONT",7376,47.82
"LA PINTANA","6. DANIEL JADUE JADUE",8047,52.18
"LA LIGUA","1. JOAQUIN LAVIN INFANTE",442,23.11
"LA LIGUA","2. IGNACIO BRIONES ROJAS",126,6.59
"LA LIGUA","3. SEBASTIAN SICHEL RAMIREZ",1072,56.04
"LA LIGUA","4. MARIO DESBORDES JIMENEZ",273,14.27
"LA LIGUA","5. GABRIEL BORIC FONT",1751,50.27
"LA LIGUA","6. DANIEL JADUE JADUE",1732,49.73
"LA HIGUERA","1. JOAQUIN LAVIN INFANTE",88,56.41
"LA HIGUERA","2. IGNACIO BRIONES ROJAS",10,6.41
"LA HIGUERA","3. SEBASTIAN SICHEL RAMIREZ",43,27.56
"LA HIGUERA","4. MARIO DESBORDES JIMENEZ",15,9.62
"LA HIGUERA","5. GABRIEL BORIC FONT",86,38.74
"LA HIGUERA","6. DANIEL JADUE JADUE",136,61.26
"LA GRANJA","1. JOAQUIN LAVIN INFANTE",2104,32.64
"LA GRANJA","2. IGNACIO BRIONES ROJAS",391,6.07
"LA GRANJA","3. SEBASTIAN SICHEL RAMIREZ",3197,49.6
"LA GRANJA","4. MARIO DESBORDES JIMENEZ",754,11.7
"LA GRANJA","5. GABRIEL BORIC FONT",6884,50.08
"LA GRANJA","6. DANIEL JADUE JADUE",6861,49.92
"LA FLORIDA","1. JOAQUIN LAVIN INFANTE",9411,31.66
"LA FLORIDA","2. IGNACIO BRIONES ROJAS",2495,8.39
"LA FLORIDA","3. SEBASTIAN SICHEL RAMIREZ",14980,50.39
"LA FLORIDA","4. MARIO DESBORDES JIMENEZ",2840,9.55
"LA FLORIDA","5. GABRIEL BORIC FONT",34114,58.81
"LA FLORIDA","6. DANIEL JADUE JADUE",23891,41.19
"LA ESTRELLA","1. JOAQUIN LAVIN INFANTE",97,30.79
"LA ESTRELLA","2. IGNACIO BRIONES ROJAS",21,6.67
"LA ESTRELLA","3. SEBASTIAN SICHEL RAMIREZ",156,49.52
"LA ESTRELLA","4. MARIO DESBORDES JIMENEZ",41,13.02
"LA ESTRELLA","5. GABRIEL BORIC FONT",160,55.94
"LA ESTRELLA","6. DANIEL JADUE JADUE",126,44.06
"LA CRUZ","1. JOAQUIN LAVIN INFANTE",406,22.25
"LA CRUZ","2. IGNACIO BRIONES ROJAS",124,6.79
"LA CRUZ","3. SEBASTIAN SICHEL RAMIREZ",1116,61.15
"LA CRUZ","4. MARIO DESBORDES JIMENEZ",179,9.81
"LA CRUZ","5. GABRIEL BORIC FONT",1374,67.19
"LA CRUZ","6. DANIEL JADUE JADUE",671,32.81
"LA CISTERNA","1. JOAQUIN LAVIN INFANTE",2484,32.96
"LA CISTERNA","2. IGNACIO BRIONES ROJAS",554,7.35
"LA CISTERNA","3. SEBASTIAN SICHEL RAMIREZ",3573,47.41
"LA CISTERNA","4. MARIO DESBORDES JIMENEZ",926,12.29
"LA CISTERNA","5. GABRIEL BORIC FONT",7818,58.35
"LA CISTERNA","6. DANIEL JADUE JADUE",5580,41.65
"JUAN FERNANDEZ","1. JOAQUIN LAVIN INFANTE",16,32.65
"JUAN FERNANDEZ","2. IGNACIO BRIONES ROJAS",3,6.12
"JUAN FERNANDEZ","3. SEBASTIAN SICHEL RAMIREZ",13,26.53
"JUAN FERNANDEZ","4. MARIO DESBORDES JIMENEZ",17,34.69
"JUAN FERNANDEZ","5. GABRIEL BORIC FONT",103,79.84
"JUAN FERNANDEZ","6. DANIEL JADUE JADUE",26,20.16
"ISLA DE PASCUA","1. JOAQUIN LAVIN INFANTE",118,30.65
"ISLA DE PASCUA","2. IGNACIO BRIONES ROJAS",36,9.35
"ISLA DE PASCUA","3. SEBASTIAN SICHEL RAMIREZ",168,43.64
"ISLA DE PASCUA","4. MARIO DESBORDES JIMENEZ",63,16.36
"ISLA DE PASCUA","5. GABRIEL BORIC FONT",429,53.96
"ISLA DE PASCUA","6. DANIEL JADUE JADUE",366,46.04
"ISLA DE MAIPO","1. JOAQUIN LAVIN INFANTE",894,32.57
"ISLA DE MAIPO","2. IGNACIO BRIONES ROJAS",270,9.84
"ISLA DE MAIPO","3. SEBASTIAN SICHEL RAMIREZ",1366,49.76
"ISLA DE MAIPO","4. MARIO DESBORDES JIMENEZ",215,7.83
"ISLA DE MAIPO","5. GABRIEL BORIC FONT",2354,64.63
"ISLA DE MAIPO","6. DANIEL JADUE JADUE",1288,35.37
IQUIQUE,"1. JOAQUIN LAVIN INFANTE",3696,30.08
IQUIQUE,"2. IGNACIO BRIONES ROJAS",800,6.51
IQUIQUE,"3. SEBASTIAN SICHEL RAMIREZ",6356,51.73
IQUIQUE,"4. MARIO DESBORDES JIMENEZ",1434,11.67
IQUIQUE,"5. GABRIEL BORIC FONT",9616,58.68
IQUIQUE,"6. DANIEL JADUE JADUE",6771,41.32
INDEPENDENCIA,"1. JOAQUIN LAVIN INFANTE",2231,34.3
INDEPENDENCIA,"2. IGNACIO BRIONES ROJAS",490,7.53
INDEPENDENCIA,"3. SEBASTIAN SICHEL RAMIREZ",3048,46.86
INDEPENDENCIA,"4. MARIO DESBORDES JIMENEZ",735,11.3
INDEPENDENCIA,"5. GABRIEL BORIC FONT",6679,54.82
INDEPENDENCIA,"6. DANIEL JADUE JADUE",5504,45.18
ILLAPEL,"1. JOAQUIN LAVIN INFANTE",301,27.59
ILLAPEL,"2. IGNACIO BRIONES ROJAS",79,7.24
ILLAPEL,"3. SEBASTIAN SICHEL RAMIREZ",613,56.19
ILLAPEL,"4. MARIO DESBORDES JIMENEZ",98,8.98
ILLAPEL,"5. GABRIEL BORIC FONT",1333,57.73
ILLAPEL,"6. DANIEL JADUE JADUE",976,42.27
HUECHURABA,"1. JOAQUIN LAVIN INFANTE",2679,28.82
HUECHURABA,"2. IGNACIO BRIONES ROJAS",1071,11.52
HUECHURABA,"3. SEBASTIAN SICHEL RAMIREZ",4728,50.87
HUECHURABA,"4. MARIO DESBORDES JIMENEZ",817,8.79
HUECHURABA,"5. GABRIEL BORIC FONT",8513,61.34
HUECHURABA,"6. DANIEL JADUE JADUE",5366,38.66
HUASCO,"1. JOAQUIN LAVIN INFANTE",112,35.33
HUASCO,"2. IGNACIO BRIONES ROJAS",23,7.26
HUASCO,"3. SEBASTIAN SICHEL RAMIREZ",153,48.26
HUASCO,"4. MARIO DESBORDES JIMENEZ",29,9.15
HUASCO,"5. GABRIEL BORIC FONT",324,44.44
HUASCO,"6. DANIEL JADUE JADUE",405,55.56
HUARA,"1. JOAQUIN LAVIN INFANTE",98,57.99
HUARA,"2. IGNACIO BRIONES ROJAS",6,3.55
HUARA,"3. SEBASTIAN SICHEL RAMIREZ",59,34.91
HUARA,"4. MARIO DESBORDES JIMENEZ",6,3.55
HUARA,"5. GABRIEL BORIC FONT",100,66.67
HUARA,"6. DANIEL JADUE JADUE",50,33.33
HUALQUI,"1. JOAQUIN LAVIN INFANTE",392,30.39
HUALQUI,"2. IGNACIO BRIONES ROJAS",76,5.89
HUALQUI,"3. SEBASTIAN SICHEL RAMIREZ",653,50.62
HUALQUI,"4. MARIO DESBORDES JIMENEZ",169,13.1
HUALQUI,"5. GABRIEL BORIC FONT",925,66.02
HUALQUI,"6. DANIEL JADUE JADUE",476,33.98
HUALPEN,"1. JOAQUIN LAVIN INFANTE",1768,29.41
HUALPEN,"2. IGNACIO BRIONES ROJAS",433,7.2
HUALPEN,"3. SEBASTIAN SICHEL RAMIREZ",3058,50.86
HUALPEN,"4. MARIO DESBORDES JIMENEZ",753,12.52
HUALPEN,"5. GABRIEL BORIC FONT",5719,65.89
HUALPEN,"6. DANIEL JADUE JADUE",2961,34.11
"HUALAÑE","1. JOAQUIN LAVIN INFANTE",222,32.22
"HUALAÑE","2. IGNACIO BRIONES ROJAS",47,6.82
"HUALAÑE","3. SEBASTIAN SICHEL RAMIREZ",364,52.83
"HUALAÑE","4. MARIO DESBORDES JIMENEZ",56,8.13
"HUALAÑE","5. GABRIEL BORIC FONT",411,61.8
"HUALAÑE","6. DANIEL JADUE JADUE",254,38.2
HUALAIHUE,"1. JOAQUIN LAVIN INFANTE",155,42.35
HUALAIHUE,"2. IGNACIO BRIONES ROJAS",31,8.47
HUALAIHUE,"3. SEBASTIAN SICHEL RAMIREZ",138,37.7
HUALAIHUE,"4. MARIO DESBORDES JIMENEZ",42,11.48
HUALAIHUE,"5. GABRIEL BORIC FONT",257,63.46
HUALAIHUE,"6. DANIEL JADUE JADUE",148,36.54
HIJUELAS,"1. JOAQUIN LAVIN INFANTE",255,24.81
HIJUELAS,"2. IGNACIO BRIONES ROJAS",73,7.1
HIJUELAS,"3. SEBASTIAN SICHEL RAMIREZ",611,59.44
HIJUELAS,"4. MARIO DESBORDES JIMENEZ",89,8.66
HIJUELAS,"5. GABRIEL BORIC FONT",771,66.81
HIJUELAS,"6. DANIEL JADUE JADUE",383,33.19
GUAITECAS,"1. JOAQUIN LAVIN INFANTE",21,35
GUAITECAS,"2. IGNACIO BRIONES ROJAS",11,18.33
GUAITECAS,"3. SEBASTIAN SICHEL RAMIREZ",21,35
GUAITECAS,"4. MARIO DESBORDES JIMENEZ",7,11.67
GUAITECAS,"5. GABRIEL BORIC FONT",27,50.94
GUAITECAS,"6. DANIEL JADUE JADUE",26,49.06
GRANEROS,"1. JOAQUIN LAVIN INFANTE",515,25.09
GRANEROS,"2. IGNACIO BRIONES ROJAS",143,6.97
GRANEROS,"3. SEBASTIAN SICHEL RAMIREZ",1231,59.96
GRANEROS,"4. MARIO DESBORDES JIMENEZ",164,7.99
GRANEROS,"5. GABRIEL BORIC FONT",1903,59.6
GRANEROS,"6. DANIEL JADUE JADUE",1290,40.4
GORBEA,"1. JOAQUIN LAVIN INFANTE",437,31.76
GORBEA,"2. IGNACIO BRIONES ROJAS",89,6.47
GORBEA,"3. SEBASTIAN SICHEL RAMIREZ",729,52.98
GORBEA,"4. MARIO DESBORDES JIMENEZ",121,8.79
GORBEA,"5. GABRIEL BORIC FONT",438,66.26
GORBEA,"6. DANIEL JADUE JADUE",223,33.74
"GENERAL LAGOS","1. JOAQUIN LAVIN INFANTE",14,70
"GENERAL LAGOS","2. IGNACIO BRIONES ROJAS",0,0
"GENERAL LAGOS","3. SEBASTIAN SICHEL RAMIREZ",6,30
"GENERAL LAGOS","4. MARIO DESBORDES JIMENEZ",0,0
"GENERAL LAGOS","5. GABRIEL BORIC FONT",4,44.44
"GENERAL LAGOS","6. DANIEL JADUE JADUE",5,55.56
GALVARINO,"1. JOAQUIN LAVIN INFANTE",212,33.76
GALVARINO,"2. IGNACIO BRIONES ROJAS",33,5.25
GALVARINO,"3. SEBASTIAN SICHEL RAMIREZ",300,47.77
GALVARINO,"4. MARIO DESBORDES JIMENEZ",83,13.22
GALVARINO,"5. GABRIEL BORIC FONT",255,57.17
GALVARINO,"6. DANIEL JADUE JADUE",191,42.83
FUTRONO,"1. JOAQUIN LAVIN INFANTE",408,32.9
FUTRONO,"2. IGNACIO BRIONES ROJAS",103,8.31
FUTRONO,"3. SEBASTIAN SICHEL RAMIREZ",610,49.19
FUTRONO,"4. MARIO DESBORDES JIMENEZ",119,9.6
FUTRONO,"5. GABRIEL BORIC FONT",477,64.11
FUTRONO,"6. DANIEL JADUE JADUE",267,35.89
FUTALEUFU,"1. JOAQUIN LAVIN INFANTE",68,38.2
FUTALEUFU,"2. IGNACIO BRIONES ROJAS",19,10.67
FUTALEUFU,"3. SEBASTIAN SICHEL RAMIREZ",66,37.08
FUTALEUFU,"4. MARIO DESBORDES JIMENEZ",25,14.04
FUTALEUFU,"5. GABRIEL BORIC FONT",98,63.64
FUTALEUFU,"6. DANIEL JADUE JADUE",56,36.36
FRUTILLAR,"1. JOAQUIN LAVIN INFANTE",481,28.11
FRUTILLAR,"2. IGNACIO BRIONES ROJAS",149,8.71
FRUTILLAR,"3. SEBASTIAN SICHEL RAMIREZ",894,52.25
FRUTILLAR,"4. MARIO DESBORDES JIMENEZ",187,10.93
FRUTILLAR,"5. GABRIEL BORIC FONT",771,63.2
FRUTILLAR,"6. DANIEL JADUE JADUE",449,36.8
FRESIA,"1. JOAQUIN LAVIN INFANTE",280,36.51
FRESIA,"2. IGNACIO BRIONES ROJAS",38,4.95
FRESIA,"3. SEBASTIAN SICHEL RAMIREZ",354,46.15
FRESIA,"4. MARIO DESBORDES JIMENEZ",95,12.39
FRESIA,"5. GABRIEL BORIC FONT",329,60.04
FRESIA,"6. DANIEL JADUE JADUE",219,39.96
FREIRINA,"1. JOAQUIN LAVIN INFANTE",58,31.52
FREIRINA,"2. IGNACIO BRIONES ROJAS",12,6.52
FREIRINA,"3. SEBASTIAN SICHEL RAMIREZ",100,54.35
FREIRINA,"4. MARIO DESBORDES JIMENEZ",14,7.61
FREIRINA,"5. GABRIEL BORIC FONT",135,35.71
FREIRINA,"6. DANIEL JADUE JADUE",243,64.29
FREIRE,"1. JOAQUIN LAVIN INFANTE",530,38.27
FREIRE,"2. IGNACIO BRIONES ROJAS",104,7.51
FREIRE,"3. SEBASTIAN SICHEL RAMIREZ",588,42.45
FREIRE,"4. MARIO DESBORDES JIMENEZ",163,11.77
FREIRE,"5. GABRIEL BORIC FONT",651,63.08
FREIRE,"6. DANIEL JADUE JADUE",381,36.92
FLORIDA,"1. JOAQUIN LAVIN INFANTE",318,39.31
FLORIDA,"2. IGNACIO BRIONES ROJAS",54,6.67
FLORIDA,"3. SEBASTIAN SICHEL RAMIREZ",345,42.65
FLORIDA,"4. MARIO DESBORDES JIMENEZ",92,11.37
FLORIDA,"5. GABRIEL BORIC FONT",365,68.1
FLORIDA,"6. DANIEL JADUE JADUE",171,31.9
"ESTACION CENTRAL","1. JOAQUIN LAVIN INFANTE",2888,33.72
"ESTACION CENTRAL","2. IGNACIO BRIONES ROJAS",606,7.08
"ESTACION CENTRAL","3. SEBASTIAN SICHEL RAMIREZ",4018,46.91
"ESTACION CENTRAL","4. MARIO DESBORDES JIMENEZ",1053,12.29
"ESTACION CENTRAL","5. GABRIEL BORIC FONT",9325,51.79
"ESTACION CENTRAL","6. DANIEL JADUE JADUE",8682,48.21
ERCILLA,"1. JOAQUIN LAVIN INFANTE",215,41.35
ERCILLA,"2. IGNACIO BRIONES ROJAS",25,4.81
ERCILLA,"3. SEBASTIAN SICHEL RAMIREZ",230,44.23
ERCILLA,"4. MARIO DESBORDES JIMENEZ",50,9.62
ERCILLA,"5. GABRIEL BORIC FONT",167,50.15
ERCILLA,"6. DANIEL JADUE JADUE",166,49.85
EMPEDRADO,"1. JOAQUIN LAVIN INFANTE",112,36.96
EMPEDRADO,"2. IGNACIO BRIONES ROJAS",30,9.9
EMPEDRADO,"3. SEBASTIAN SICHEL RAMIREZ",117,38.61
EMPEDRADO,"4. MARIO DESBORDES JIMENEZ",44,14.52
EMPEDRADO,"5. GABRIEL BORIC FONT",127,82.47
EMPEDRADO,"6. DANIEL JADUE JADUE",27,17.53
"EL TABO","1. JOAQUIN LAVIN INFANTE",401,37.51
"EL TABO","2. IGNACIO BRIONES ROJAS",82,7.67
"EL TABO","3. SEBASTIAN SICHEL RAMIREZ",462,43.22
"EL TABO","4. MARIO DESBORDES JIMENEZ",124,11.6
"EL TABO","5. GABRIEL BORIC FONT",997,48.45
"EL TABO","6. DANIEL JADUE JADUE",1061,51.55
"EL QUISCO","1. JOAQUIN LAVIN INFANTE",494,35.88
"EL QUISCO","2. IGNACIO BRIONES ROJAS",101,7.33
"EL QUISCO","3. SEBASTIAN SICHEL RAMIREZ",616,44.73
"EL QUISCO","4. MARIO DESBORDES JIMENEZ",166,12.06
"EL QUISCO","5. GABRIEL BORIC FONT",1226,52.02
"EL QUISCO","6. DANIEL JADUE JADUE",1131,47.98
"EL MONTE","1. JOAQUIN LAVIN INFANTE",792,35
"EL MONTE","2. IGNACIO BRIONES ROJAS",178,7.87
"EL MONTE","3. SEBASTIAN SICHEL RAMIREZ",1075,47.5
"EL MONTE","4. MARIO DESBORDES JIMENEZ",218,9.63
"EL MONTE","5. GABRIEL BORIC FONT",1732,55.78
"EL MONTE","6. DANIEL JADUE JADUE",1373,44.22
"EL CARMEN","1. JOAQUIN LAVIN INFANTE",308,40.42
"EL CARMEN","2. IGNACIO BRIONES ROJAS",37,4.86
"EL CARMEN","3. SEBASTIAN SICHEL RAMIREZ",303,39.76
"EL CARMEN","4. MARIO DESBORDES JIMENEZ",114,14.96
"EL CARMEN","5. GABRIEL BORIC FONT",289,68.81
"EL CARMEN","6. DANIEL JADUE JADUE",131,31.19
"EL BOSQUE","1. JOAQUIN LAVIN INFANTE",3115,31.73
"EL BOSQUE","2. IGNACIO BRIONES ROJAS",628,6.4
"EL BOSQUE","3. SEBASTIAN SICHEL RAMIREZ",4696,47.84
"EL BOSQUE","4. MARIO DESBORDES JIMENEZ",1378,14.04
"EL BOSQUE","5. GABRIEL BORIC FONT",9469,52.82
"EL BOSQUE","6. DANIEL JADUE JADUE",8459,47.18
"DOÑIHUE","1. JOAQUIN LAVIN INFANTE",359,26.83
"DOÑIHUE","2. IGNACIO BRIONES ROJAS",84,6.28
"DOÑIHUE","3. SEBASTIAN SICHEL RAMIREZ",783,58.52
"DOÑIHUE","4. MARIO DESBORDES JIMENEZ",112,8.37
"DOÑIHUE","5. GABRIEL BORIC FONT",1200,66.82
"DOÑIHUE","6. DANIEL JADUE JADUE",596,33.18
"DIEGO DE ALMAGRO","1. JOAQUIN LAVIN INFANTE",103,29.6
"DIEGO DE ALMAGRO","2. IGNACIO BRIONES ROJAS",28,8.05
"DIEGO DE ALMAGRO","3. SEBASTIAN SICHEL RAMIREZ",177,50.86
"DIEGO DE ALMAGRO","4. MARIO DESBORDES JIMENEZ",40,11.49
"DIEGO DE ALMAGRO","5. GABRIEL BORIC FONT",458,42.84
"DIEGO DE ALMAGRO","6. DANIEL JADUE JADUE",611,57.16
DALCAHUE,"1. JOAQUIN LAVIN INFANTE",148,32.17
DALCAHUE,"2. IGNACIO BRIONES ROJAS",25,5.43
DALCAHUE,"3. SEBASTIAN SICHEL RAMIREZ",238,51.74
DALCAHUE,"4. MARIO DESBORDES JIMENEZ",49,10.65
DALCAHUE,"5. GABRIEL BORIC FONT",364,57.69
DALCAHUE,"6. DANIEL JADUE JADUE",267,42.31
CURICO,"1. JOAQUIN LAVIN INFANTE",3089,27.48
CURICO,"2. IGNACIO BRIONES ROJAS",975,8.68
CURICO,"3. SEBASTIAN SICHEL RAMIREZ",6017,53.54
CURICO,"4. MARIO DESBORDES JIMENEZ",1158,10.3
CURICO,"5. GABRIEL BORIC FONT",7464,66.35
CURICO,"6. DANIEL JADUE JADUE",3786,33.65
CUREPTO,"1. JOAQUIN LAVIN INFANTE",194,31.86
CUREPTO,"2. IGNACIO BRIONES ROJAS",33,5.42
CUREPTO,"3. SEBASTIAN SICHEL RAMIREZ",300,49.26
CUREPTO,"4. MARIO DESBORDES JIMENEZ",82,13.46
CUREPTO,"5. GABRIEL BORIC FONT",386,61.96
CUREPTO,"6. DANIEL JADUE JADUE",237,38.04
CURARREHUE,"1. JOAQUIN LAVIN INFANTE",137,34.25
CURARREHUE,"2. IGNACIO BRIONES ROJAS",24,6
CURARREHUE,"3. SEBASTIAN SICHEL RAMIREZ",197,49.25
CURARREHUE,"4. MARIO DESBORDES JIMENEZ",42,10.5
CURARREHUE,"5. GABRIEL BORIC FONT",173,45.89
CURARREHUE,"6. DANIEL JADUE JADUE",204,54.11
CURANILAHUE,"1. JOAQUIN LAVIN INFANTE",501,32.98
CURANILAHUE,"2. IGNACIO BRIONES ROJAS",114,7.5
CURANILAHUE,"3. SEBASTIAN SICHEL RAMIREZ",637,41.94
CURANILAHUE,"4. MARIO DESBORDES JIMENEZ",267,17.58
